id;Full Name;Title;Genre;isLoaned;isReviewed;ratedAt
1575;Diane Setterfield;A 13-a poveste09 ;P29_ENGLISH_LITERATURE;;;IV
1576;Dick Francis;Ambitii;P20_DRAMA;;;V
1577;Dick Francis;Ambitii;P20_DRAMA;;;I
1578;Dick Francis;Convorbiri interceptate;P20_DRAMA;;;II
1579;Dick Francis;Convorbiri interceptate;P20_DRAMA;;;III
1580;Dick Francis;Cursa hipica;P20_DRAMA;;;IV
1581;Dick Francis;Cursa hipica;P20_DRAMA;;;V
1582;Dick Francis;In numele raului;P20_DRAMA;;;I
1583;Dick Francis;In numele raului;P20_DRAMA;;;II
1584;Dick Francis;Iubeste-ti aproapele;P20_DRAMA;;;III
1585;Dick Francis;Iubeste-ti aproapele;P20_DRAMA;;;IV
1586;Dick Francis;Mana care tine biciul;P20_DRAMA;;;V
1587;Dick Francis;Mana care tine biciul;P20_DRAMA;;;I
1588;Dick Francis;Printesa Casilia;P20_DRAMA;;;II
1589;Dick Francis;Printesa Casilia;P20_DRAMA;;;III
1590;Dick Francis;sanse potrivnice ;P20_DRAMA;;;IV
1591;Dick Francis;sanse potrivnice 08 ;P20_DRAMA;;;V
1592;Dick Francis;Ultima cursa;P20_DRAMA;;;I
1593;Dick Francis;Ultima cursa;P20_DRAMA;;;II
1594;Dick Francis;Vinovatie ascunsa;P20_DRAMA;;;III
1595;Dick Francis;Vinovatie ascunsa;P20_DRAMA;;;IV
1596;Dick Johnson;Mirage contra Mig;P43_ACTION;;;I
1597;Dick Johnson;Mirage contra Mig;P43_ACTION;;;II
1598;Dick Sarigan;Afacerea Skyjack;P20_DRAMA;;;III
1599;Dick Sarigan;Afacerea Skyjack;P20_DRAMA;;;IV
1600;Dick Stanford;Ambuscada In Arizona;P43_ACTION;;;V
1601;Dick Stanford;Ambuscada In Arizona;P43_ACTION;;;I
1602;Dick Stanford;Asediu la Detroit;P43_ACTION;;;II
1603;Dick Stanford;Asediu la Detroit;P43_ACTION;;;III
1604;Dick Stanford;Asediu la San Diego;P43_ACTION;;;IV
1605;Dick Stanford;Asediu la San Diego;P43_ACTION;;;V
1606;Dick Stanford;Atac la Atlanta;P43_ACTION;;;I
1607;Dick Stanford;Atac la Atlanta;P43_ACTION;;;II
1608;Dick Stanford;Batalie la Washington;P43_ACTION;;;III
1609;Dick Stanford;Batalie la Washington;P43_ACTION;;;IV
1610;Dick Stanford;Capcana teroristilor;P43_ACTION;;;V
1611;Dick Stanford;Capcana teroristilor;P43_ACTION;;;I
1612;Dick Stanford;Carnaval Insangerat;P43_ACTION;;;II
1613;Dick Stanford;Carnaval Insangerat;P43_ACTION;;;III
1614;Dick Stanford;Cosmar la Boston;P43_ACTION;;;IV
1615;Dick Stanford;Cosmar la Boston;P43_ACTION;;;V
1616;Dick Stanford;Cosmar la New York;P43_ACTION;;;I
1617;Dick Stanford;Cosmar la New York;P43_ACTION;;;II
1618;Dick Stanford;Furtuna In Texas;P43_ACTION;;;III
1619;Dick Stanford;Furtuna In Texas;P43_ACTION;;;IV
1620;Dick Stanford;Infern In Hawaii;P43_ACTION;;;V
1621;Dick Stanford;Infern In Hawaii;P43_ACTION;;;I
1622;Dick Stanford;Joia dreptatii;P43_ACTION;;;II
1623;Dick Stanford;Joia dreptatii;P43_ACTION;;;III
1624;Dick Stanford;Masacru la Chicago;P43_ACTION;;;IV
1625;Dick Stanford;Masacru la Chicago;P43_ACTION;;;I
1626;Dick Stanford;Masca de lupta;P43_ACTION;;;II
1627;Dick Stanford;Masca de lupta;P43_ACTION;;;III
1628;Dick Stanford;Miercurea cenusii;P43_ACTION;;;IV
1629;Dick Stanford;Miercurea cenusii;P43_ACTION;;;V
1630;Dick Stanford;Moarte taliferilor!;P43_ACTION;;;I
1631;Dick Stanford;Moarte taliferilor!;P43_ACTION;;;II
1632;Dick Stanford;Moartea se Intoarce;P43_ACTION;;;III
1633;Dick Stanford;Moartea se Intoarce;P43_ACTION;;;IV
1634;Dick Stanford;Operatiunea Riviera. Batalia Angliei;P43_ACTION;;;V
1635;Dick Stanford;Operatiunea Riviera. Batalia Angliei;P43_ACTION;;;I
1636;Dick Stanford;Raid la Acapulco;P43_ACTION;;;II
1637;Dick Stanford;Raid la Acapulco;P43_ACTION;;;III
1638;Dick Stanford;Represiune In Caraibe;P43_ACTION;;;IV
1639;Dick Stanford;Represiune In Caraibe;P43_ACTION;;;V
1640;Dick Stanford;Sambata blestemata;P43_ACTION;;;I
1641;Dick Stanford;Sambata blestemata;P43_ACTION;;;II
1642;Dick Stanford;Sfarsitul imperiului;P43_ACTION;;;III
1643;Dick Stanford;Sfarsitul imperiului;P43_ACTION;;;IV
1644;Dick Stanford;Tabara blestemata;P43_ACTION;;;V
1645;Dick Stanford;Tabara blestemata;P43_ACTION;;;I
1646;Dick Stanford;Un comando pentru Colorado;P43_ACTION;;;II
1647;Dick Stanford;Un comando pentru Colorado;P43_ACTION;;;III
1648;Dick Stanford;Un comando pentru general;P43_ACTION;;;IV
1649;Dick Stanford;Un comando pentru general;P43_ACTION;;;V
1650;Dick Stanford;Uragan la Seatle;P43_ACTION;;;I
1651;Dick Stanford;Uragan la Seatle;P43_ACTION;;;II
1652;Dick Stanford;Vinerea razbunarii;P43_ACTION;;;III
1653;Dick Stanford;Vinerea razbunarii;P43_ACTION;;;IV
1654;Dick Stanford;Violenta la Las Vegas;P43_ACTION;;;I
1655;Dick Stanford;Violenta la Las Vegas;P43_ACTION;;;II
1656;Diego Rival;Civilizatia Maya;CB1_HISTORY_OF_CIVILIZATION;;;III
1657;Diego Rival;Civilizatia Maya;CB1_HISTORY_OF_CIVILIZATION;;;IV
1658;Dieter Schlesak;Capesius farmacistul de la Auschwitz ;P29_ENGLISH_LITERATURE;;;V
1659;Dieter Schlesak;Capesius Farmacistul De La Auschwitz 08 ;P29_ENGLISH_LITERATURE;;;I
1660;Dietmar Stiemerling;abordari psihoterapeutice ale depresiei ;BF_PSYCHOLOGY;;;II
1661;Dietmar Stiemerling;abordari psihoterapeutice ale depresiei 08 ;BF_PSYCHOLOGY;;;III
1662;Dimitar Dimov;Locotenentul Benz;P40_LOVE_ROMANTIC;;;IV
1663;Dimitar Dimov;Locotenentul Benz;P40_LOVE_ROMANTIC;;;V
1664;Dimitar Taler;sfesnicul de fier;P41_ADVENTURE;;;I
1665;Dimitar Taler;sfesnicul de fier;P41_ADVENTURE;;;II
1666;Dimitrie Anghel;Dupa ploaie versuri;P16_POETRY;;;III
1667;Dimitrie Anghel;Dupa ploaie versuri;P16_POETRY;;;IV
1668;Dimitrie Anghel;Mama;P29_ENGLISH_LITERATURE;;;V
1669;Dimitrie Anghel;Mama;P29_ENGLISH_LITERATURE;;;I
1670;Dimitrie Bejan;Bucuriile suferintei ;BL_RELIGION;;;II
1671;Dimitrie Bejan;Bucuriile suferintei 09 ;BL_RELIGION;;;III
1672;Dimitrie Bejan;Oranki amintiri din captivitate ;BL_RELIGION;;;IV
1673;Dimitrie Bejan;Oranki Amintiri Din Captivitate 09 ;BL_RELIGION;;;V
1674;Dimitrie Bolintineanu;Legende istorice 4.9 ;P16_POETRY;;;I
1675;Dimitrie Bolintineanu;Legende Istorice 4.9 ;P16_POETRY;;;II
1676;Dimitrie Bolintineanu;Melodii romane;P16_POETRY;;;III
1677;Dimitrie Bolintineanu;Melodii romane;P16_POETRY;;;IV
1678;Dimitrie Cantemir;Descrierea Moldovei;P39_ROMANIAN_LITERATURE;;;V
1679;Dimitrie Cantemir;Descrierea Moldovei;P39_ROMANIAN_LITERATURE;;;I
1680;Dimitrie Cantemir;Divanul ;P39_ROMANIAN_LITERATURE;;;II
1681;Dimitrie Cantemir;Divanul 08 ;P39_ROMANIAN_LITERATURE;;;III
1682;Dimitrie Cantemir;Hronicul vechimei a Romano-Moldo-Vlahilor;P39_ROMANIAN_LITERATURE;;;IV
1683;Dimitrie Cantemir;Hronicul Vechimei A Romano-moldo-vlahilor;P39_ROMANIAN_LITERATURE;;;I
1684;Dimitrie Cantemir;Istoria ieroglifica;P39_ROMANIAN_LITERATURE;;;II
1685;Dimitrie Cantemir;Istoria ieroglifica;P39_ROMANIAN_LITERATURE;;;III
1686;Dina Bals;Drumuri pustiite ;P29_ENGLISH_LITERATURE;;;IV
1687;Dina Bals;Drumuri pustiite 07 ;P29_ENGLISH_LITERATURE;;;V
1688;Dino Buzzati;Barnabo, omul muntilor. Secretul padurii batrane;P29_ENGLISH_LITERATURE;;;I
1689;Dino Buzzati;Barnabo, omul muntilor. Secretul padurii batrane;P29_ENGLISH_LITERATURE;;;II
1690;Dino Buzzati;Cazul Aziz Maio ;P29_ENGLISH_LITERATURE;;;III
1691;Dino Buzzati;Cazul Aziz Maio ;P29_ENGLISH_LITERATURE;;;IV
1692;Dino Buzzati;Desertul tatarilor;P29_ENGLISH_LITERATURE;;;V
1693;Dino Buzzati;Desertul tatarilor;P29_ENGLISH_LITERATURE;;;I
1694;Dino Buzzati;Intalnire cu Einstein;P22_PROSE_FICTION;;;II
1695;Dino Buzzati;Intalnire cu Einstein;P22_PROSE_FICTION;;;III
1696;Dino Buzzati;Marele portret;P22_PROSE_FICTION;;;IV
1697;Dino Buzzati;Marele Portret;P22_PROSE_FICTION;;;V
1698;Dino Buzzati;Monstrul Colombre si alte cincizeci de povesti;P22_PROSE_FICTION;;;I
1699;Dino Buzzati;Monstrul Colombre si alte cincizeci de povesti;P22_PROSE_FICTION;;;II
1700;Dino Buzzati;O dragoste ;P40_LOVE_ROMANTIC;;;III
1701;Dino Buzzati;O dragoste 08 ;P40_LOVE_ROMANTIC;;;IV
1702;Dinu Flamand;Viata de proba ;P16_POETRY;;;V
1703;Dinu Flamand;Viata de proba 05 ;P16_POETRY;;;I
1704;Dinu Sararu;Niste tarani ;P39_ROMANIAN_LITERATURE;;;II
1705;Dinu Sararu;Niste tarani 08 ;P39_ROMANIAN_LITERATURE;;;III
1706;Diverse;1000 de Intrebari si raspunsuri despre viata duhovniceasca -;BL_RELIGION;;;IV
1707;Diverse;1000 de Intrebari si raspunsuri despre viata duhovniceasca -;BL_RELIGION;;;V
1708;Diverse;20 Religii comparate -;BL_RELIGION;;;I
1709;Diverse;20 Religii comparate -;BL_RELIGION;;;II
1710;Diverse;7 Vieți 0.7 07 ;P29_ENGLISH_LITERATURE;;;III
1711;Diverse;7 Vieți 0.7 07 ;P29_ENGLISH_LITERATURE;;;IV
1712;Diverse;Astrologia cosmica;BL3_RELIGIONS_OF_THE_WORLD;;;I
1713;Diverse;Astrologia cosmica;BL3_RELIGIONS_OF_THE_WORLD;;;II
1714;Diverse;Astrologie si Tarot, 2 metode de aflare a viitorului 0.7 ;BL3_RELIGIONS_OF_THE_WORLD;;;III
1715;Diverse;Astrologie si Tarot, 2 metode de aflare a viitorului 0.7 07 ;BL3_RELIGIONS_OF_THE_WORLD;;;IV
1716;Diverse;Bhagavad Gita 0.8;BL_RELIGION;;;V
1717;Diverse;Bhagavad Gita 0.8 08 ;BL_RELIGION;;;I
1718;Diverse;Biblia si Arheologia;P47_MYSTERY;;;II
1719;Diverse;Biblia si Arheologia;P47_MYSTERY;;;III
1720;Diverse;Cadouri de Craciun;P22_PROSE_FICTION;;;IV
1721;Diverse;Cadouri de Craciun;P22_PROSE_FICTION;;;V
1722;Diverse;Cadranul banilor 0.8 ;BL3_RELIGIONS_OF_THE_WORLD;;;I
1723;Diverse;Cadranul banilor 0.8 08 ;BL3_RELIGIONS_OF_THE_WORLD;;;II
1724;Diverse;Calatorii Astrale;BL3_RELIGIONS_OF_THE_WORLD;;;III
1725;Diverse;Calatorii Astrale;BL3_RELIGIONS_OF_THE_WORLD;;;IV
1726;Diverse;Calea spre fericire 0.6 ;BL3_RELIGIONS_OF_THE_WORLD;;;V
1727;Diverse;Calea spre fericire 0.6 06 ;BL3_RELIGIONS_OF_THE_WORLD;;;I
1728;Diverse;Canasta Clasica;GV5_GAMES_AND_AMUSEMENTS;;;II
1729;Diverse;Canasta Clasica;GV5_GAMES_AND_AMUSEMENTS;;;III
1730;Diverse;Cartea muntilor;GB_PHYSICAL_GEOGRAPHY;;;IV
1731;Diverse;Cartea muntilorGB_PHYSICAL_GEOGRAPHY;;;;V
1732;Diverse;Ce este un crestin adevarat;BL_RELIGION;;;I
1733;Diverse;Ce este un crestin adevarat;BL_RELIGION;;;II
1734;Diverse;Codul bunelor maniere;LF1_PERSONAL_DEVELOPMENT_CONTINUOUS_EDUCATION;;;III
1735;Diverse;Codul bunelor maniere;LF1_PERSONAL_DEVELOPMENT_CONTINUOUS_EDUCATION;;;IV
1736;Diverse;Culorile Ingerilor 0.7 ;BL3_RELIGIONS_OF_THE_WORLD;;;V
1737;Diverse;Culorile Ingerilor 0.7 02 ;BL3_RELIGIONS_OF_THE_WORLD;;;I
1738;Diverse;Curs de initiere In Bioenergie 02 ˙BL3_RELIGIONS_OF_THE_WORLD;;;;II
1739;Diverse;Curs de initiere In Bioenergie ˙BL3_RELIGIONS_OF_THE_WORLD;;;;III
1740;Diverse;Curs de meteo ;LF1_PERSONAL_DEVELOPMENT_CONTINUOUS_EDUCATION;;;IV
1741;Diverse;Cursuri de infoeenergetica gradele 1, 2, 3 radiestezie 0.1 ;BL3_RELIGIONS_OF_THE_WORLD;;;I
1742;Diverse;Cutremurul pe Intelesul tuturor 0.7 ;Q1_SCIENCE_GENERAL;;;II
1743;Diverse;Cutremurul pe Intelesul tuturor 0.7 07 ;Q1_SCIENCE_GENERAL;;;III
1744;Diverse;Delia;P29_ENGLISH_LITERATURE;;;IV
1745;Diverse;Delia09 ;P29_ENGLISH_LITERATURE;;;V
1746;Diverse;Despre Ceakre 0.7 ;BL3_RELIGIONS_OF_THE_WORLD;;;I
1747;Diverse;Despre Ceakre 0.7 07 ;BL3_RELIGIONS_OF_THE_WORLD;;;II
1748;Diverse;Directiile Fheng-Shui;BL3_RELIGIONS_OF_THE_WORLD;;;III
1749;Diverse;Directiile Fheng-Shui09 ;BL3_RELIGIONS_OF_THE_WORLD;;;IV
1750;Diverse;Droguri;Q1_SCIENCE_GENERAL;;;V
1751;Diverse;Droguri09 ;Q1_SCIENCE_GENERAL;;;I
1752;Diverse;Edgar Cayce si spiritele naturii;BL3_RELIGIONS_OF_THE_WORLD;;;II
1753;Diverse;Edgar Cayce si spiritele naturii09 ;BL3_RELIGIONS_OF_THE_WORLD;;;III
1754;Diverse;Elementele culorilor subtile si vibratiile acestora 0.6 ;BL3_RELIGIONS_OF_THE_WORLD;;;IV
1755;Diverse;Elementele culorilor subtile si vibratiile acestora 0.6 06 ;BL3_RELIGIONS_OF_THE_WORLD;;;V
1756;Diverse;Este Biblia adevarata;BL3_RELIGIONS_OF_THE_WORLD;;;I
1757;Diverse;Este Biblia adevarata09 ;BL3_RELIGIONS_OF_THE_WORLD;;;II
1758;Diverse;Evanghelia Pacii lui Ioan;BL3_RELIGIONS_OF_THE_WORLD;;;III
1759;Diverse;Evanghelia Pacii lui Ioan;BL3_RELIGIONS_OF_THE_WORLD;;;IV
1760;Diverse;Evolutia literaturii scrise;F1_HISTORY;;;V
1761;Diverse;Evolutia literaturii scrise09 ;F1_HISTORY;;;I
1762;Diverse;Evolutia prin Kundalini;BL3_RELIGIONS_OF_THE_WORLD;;;II
1763;Diverse;Evolutia prin Kundalini09 ;BL3_RELIGIONS_OF_THE_WORLD;;;III
1764;Diverse;Expertizarea bancnotelor ;Q1_SCIENCE_GENERAL;;;IV
1765;Diverse;Fabule 0.8 ;P53_FABLES;;;V
1766;Diverse;Fabule 0.8 08 ;P53_FABLES;;;I
1767;Diverse;Filosofia Religiei;BD1_GENERAL_PHILOSOPHICAL_WORKS;;;II
1768;Diverse;Filosofia Religiei;BD1_GENERAL_PHILOSOPHICAL_WORKS;;;III
1769;Diverse;Ghidul Virginului 0.8 ;LF1_PERSONAL_DEVELOPMENT_CONTINUOUS_EDUCATION;;;IV
1770;Diverse;Ghidul Virginului 0.8 08 ;LF1_PERSONAL_DEVELOPMENT_CONTINUOUS_EDUCATION;;;I
1771;Diverse;Halucinogene 0.8 08 ;Q1_SCIENCE_GENERAL;;;II
1772;Diverse;Istoria armelor biologice;F1_HISTORY;;;III
1773;Diverse;Istoria armelor biologice;F1_HISTORY;;;IV
1774;Diverse;Istoria Artelor;F1_HISTORY;;;V
1775;Diverse;Istoria Artelor09 ;F1_HISTORY;;;I
1776;Diverse;Istoria ca disciplina stiintifica 0.8 ;F1_HISTORY;;;II
1777;Diverse;Istoria ca disciplina stiintifica 0.8 08 ;F1_HISTORY;;;III
1778;Diverse;Kybalion filosofia hermetica;BL3_RELIGIONS_OF_THE_WORLD;;;IV
1779;Diverse;Kybalion filosofia hermetica;BL3_RELIGIONS_OF_THE_WORLD;;;V
1780;Diverse;Lumini si Umbre 0.7 ;BL3_RELIGIONS_OF_THE_WORLD;;;I
1781;Diverse;Lumini si Umbre 0.7 07 ;BL3_RELIGIONS_OF_THE_WORLD;;;II
1782;Diverse;Maestri care au obtinut nemurirea fizica 0.2 ;BL3_RELIGIONS_OF_THE_WORLD;;;III
1783;Diverse;Maestri care au obtinut nemurirea fizica 0.2 02 ;BL3_RELIGIONS_OF_THE_WORLD;;;IV
1784;Diverse;Magia alba;BL3_RELIGIONS_OF_THE_WORLD;;;V
1785;Diverse;Magia alba ;BL3_RELIGIONS_OF_THE_WORLD;;;I
1786;Diverse;Manual de supravietuire 0.8 ;{Manual};;;II
1787;Diverse;Manual de supravietuire 0.8 08 ;{Manual};;;III
1788;Diverse;Meditatia Dhyana;BL3_RELIGIONS_OF_THE_WORLD;;;IV
1789;Diverse;Meditatia Dhyana09 ;BL3_RELIGIONS_OF_THE_WORLD;;;V
1790;Diverse;Meditatii Spirituale 0.7 ;BL3_RELIGIONS_OF_THE_WORLD;;;I
1791;Diverse;Meditatii Spirituale 0.7 07 ;BL3_RELIGIONS_OF_THE_WORLD;;;II
1792;Diverse;Patologia oculara;R1_MEDICINE_GENERAL;;;III
1793;Diverse;Patologia oculara09 ;R1_MEDICINE_GENERAL;;;IV
1794;Diverse;Popasuri pe culmi;GB_PHYSICAL_GEOGRAPHY;;;V
1795;Diverse;Popasuri pe culmi09 ;GB_PHYSICAL_GEOGRAPHY;;;I
1796;Diverse;Povestea de necrezut a Martirei Blondina 0.8 ;P46_WAR;;;II
1797;Diverse;Povestea de necrezut a Martirei Blondina 0.8 08 ;P46_WAR;;;III
1798;Diverse;Prima iubire;P40_LOVE_ROMANTIC;;;IV
1799;Diverse;Prima iubire;P40_LOVE_ROMANTIC;;;I
1800;Diverse;Promisiuni sub clar de luna;P40_LOVE_ROMANTIC;;;II
1801;Diverse;Promisiuni sub clar de luna;P40_LOVE_ROMANTIC;;;III
1802;Diverse;Rapsodia padurii;P40_LOVE_ROMANTIC;;;IV
1803;Diverse;Rapsodia padurii;P40_LOVE_ROMANTIC;;;V
1804;Diverse;Regina printre blonde;P40_LOVE_ROMANTIC;;;I
1805;Diverse;Regina printre blonde10;P40_LOVE_ROMANTIC;;;II
1806;Diverse;Religia Sexului;P22_PROSE_FICTION;;;III
1807;Diverse;Religia Sexului;P22_PROSE_FICTION;;;IV
1808;Diverse;Religiile Superioare;BL_RELIGION;;;V
1809;Diverse;Religiile Superioare;BL_RELIGION;;;I
1810;Diverse;Samy Moris;P14_LITERATURE_GENERAL;;;II
1811;Diverse;Samy Moris;P14_LITERATURE_GENERAL;;;III
1812;Diverse;sapte ani de asteptare;P40_LOVE_ROMANTIC;;;IV
1813;Diverse;sapte ani de asteptare;P40_LOVE_ROMANTIC;;;V
1814;Diverse;Shambala 0.8 ;BL3_RELIGIONS_OF_THE_WORLD;;;I
1815;Diverse;Shambala 0.8 08 ;BL3_RELIGIONS_OF_THE_WORLD;;;II
1816;Diverse;Statuia vie;P40_LOVE_ROMANTIC;;;III
1817;Diverse;Statuia vie09 ;P40_LOVE_ROMANTIC;;;IV
1818;Diverse;Tablitele de smarald ale lui Thoth;BL3_RELIGIONS_OF_THE_WORLD;;;V
1819;Diverse;Tablitele de smarald ale lui Thoth09 ;BL3_RELIGIONS_OF_THE_WORLD;;;I
1820;Diverse;Texte care au zguduit lumea ;F1_HISTORY;;;II
1821;Diverse;Texte care au zguduit lumea 07 ;F1_HISTORY;;;III
1822;Diverse;Timbrul ucigas;P20_DRAMA;;;IV
1823;Diverse;Timbrul ucigas;P20_DRAMA;;;V
1824;Diverse;Vrajitoria;BL3_RELIGIONS_OF_THE_WORLD;;;I
1825;Diverse;Vrajitoria09 ;BL3_RELIGIONS_OF_THE_WORLD;;;II
1826;Diverse;Zamolxe si Kogaionul 0.6 ;BL3_RELIGIONS_OF_THE_WORLD;;;III
1827;Diverse;Zamolxe si Kogaionul 0.6 06 ;BL3_RELIGIONS_OF_THE_WORLD;;;IV
1828;Diverse;Zeciuiala 0.8 ;BL3_RELIGIONS_OF_THE_WORLD;;;I
1829;Diverse;Zeciuiala 0.8 08 ;BL3_RELIGIONS_OF_THE_WORLD;;;II
1830;Djuna Barnes;Padurea noptii;P29_ENGLISH_LITERATURE;;;III
1831;Djuna Barnes;Padurea noptii;P29_ENGLISH_LITERATURE;;;IV
1832;Djuna Davitasvili;Masajul fara contact;paranormal sau magie 06 ;;;V
1833;Djuna Davitasvili;Masajul fara contact;paranormal sau magie ;;;I
1834;Dmitri Gluhovski;Metro 2033;P22_PROSE_FICTION;;;II
1835;Dmitri Gluhovski;Metro 2033;P22_PROSE_FICTION;;;III
1836;Dmitri Merejkovski;Invierea zeilor;P41_ADVENTURE;;;IV
1837;Dmitri Merejkovski;Invierea zeilor;P41_ADVENTURE;;;V
1838;Dmitri S. Merejkovski;Moartea zeilor;P41_ADVENTURE;;;I
1839;Dmitri S. Merejkovski;Moartea zeilor;P41_ADVENTURE;;;II
1840;Dmitri Tarasenkov;Omul din gang;P20_DRAMA;;;III
1841;Dmitri Tarasenkov;Omul din gang;P20_DRAMA;;;IV
1842;Doamna de la Fayette & Benjamin Constant;Principesa de Cleves Adolphe;P40_LOVE_ROMANTIC;;;V
1843;Doamna De La Fayette & Benjamin Constant;Principesa De Cleves Adolphe;P40_LOVE_ROMANTIC;;;I
1844;Domenico Starnone;Noduri;P29_ENGLISH_LITERATURE;;;II
1845;Domenico Starnone;Noduri;P29_ENGLISH_LITERATURE;;;III
1846;Domenico Starnone;Pacaleala;P29_ENGLISH_LITERATURE;;;IV
1847;Domenico Starnone;Pacaleala;P29_ENGLISH_LITERATURE;;;V
1848;Dominique Arly;Vechile seifuri;P40_LOVE_ROMANTIC;;;I
1849;Dominique Arly;Vechile Seifuri;P40_LOVE_ROMANTIC;;;II
1850;Dominique Douay;Amatorul de tablouri;P22_PROSE_FICTION;;;III
1851;Dominique Douay;Amatorul De Tablouri;P22_PROSE_FICTION;;;IV
1852;Dominique Fernandez;Ingerul destinului ;BL3_RELIGIONS_OF_THE_WORLD;;;V
1853;Dominique Fernandez;Ingerul destinului 06 ;BL3_RELIGIONS_OF_THE_WORLD;;;I
1854;Dominique Loreau;Arta esentei;LF1_PERSONAL_DEVELOPMENT_CONTINUOUS_EDUCATION;;;II
1855;Dominique Loreau;Arta esentei;LF1_PERSONAL_DEVELOPMENT_CONTINUOUS_EDUCATION;;;III
1856;Don A. Stuart;Cine-i acolo;P29_ENGLISH_LITERATURE;;;IV
1857;Don A. Stuart;Cine-i Acolo;P29_ENGLISH_LITERATURE;;;I
1858;Don Bendell;Comando In valea lacrimilor;P43_ACTION;;;II
1859;Don Bendell;Comando In valea lacrimilor;P43_ACTION;;;III
1860;Don Bendell;Uvertura B52;P43_ACTION;;;IV
1861;Don Bendell;Uvertura B52;P43_ACTION;;;V
1862;Don Carter;Moarte de vanzare;P43_ACTION;;;I
1863;Don Carter;Moarte de vanzare;P43_ACTION;;;II
1864;Don Delillo;Zgomotul alb;P29_ENGLISH_LITERATURE;;;III
1865;Don Delillo;Zgomotul alb;P29_ENGLISH_LITERATURE;;;IV
1866;Don Miguel Ruiz;Al cincilea legamant ;BL3_RELIGIONS_OF_THE_WORLD;;;V
1867;Don Miguel Ruiz;Al cincilea legamant ;BL3_RELIGIONS_OF_THE_WORLD;;;I
1868;Don Miguel Ruiz;Arta de a iubi ;BL3_RELIGIONS_OF_THE_WORLD;;;II
1869;Don Miguel Ruiz;Arta De A Iubi 08 ;BL3_RELIGIONS_OF_THE_WORLD;;;III
1870;Don Miguel Ruiz;Cele 4 legaminte;BL3_RELIGIONS_OF_THE_WORLD;;;IV
1871;Don Miguel Ruiz;Cele 4 legaminte;BL3_RELIGIONS_OF_THE_WORLD;;;V
1872;Don Miguel Ruiz;Rugaciune pentru iubirea de sine ;BL3_RELIGIONS_OF_THE_WORLD;;;I
1873;Don Miguel Ruiz;Rugaciune pentru iubirea de sine ;BL3_RELIGIONS_OF_THE_WORLD;;;II
1874;Don Pendleton;Licitatie mortala In Aden;P43_ACTION;;;III
1875;Don Pendleton;Licitatie mortala In Aden;P43_ACTION;;;IV
1876;Don Simon;Cum a fost Invins dragonul marii de la rasarit;P22_PROSE_FICTION;;;V
1877;Don Simon;Cum a fost Invins dragonul marii de la rasarit07 ;P22_PROSE_FICTION;;;I
1878;Don Simon;Eu Tarzan, tu Jane ;P22_PROSE_FICTION;;;II
1879;Don Simon;Eu Tarzan, Tu Jane ;P22_PROSE_FICTION;;;III
1880;Don Simon;Mireasa eterna ;P22_PROSE_FICTION;;;IV
1881;Don Simon;Mireasa eterna ;P22_PROSE_FICTION;;;V
1882;Donald Barthelme;Regele ;P29_ENGLISH_LITERATURE;;;I
1883;Donald Barthelme;Regele 07 ;P29_ENGLISH_LITERATURE;;;II
1884;Donald Keyhoe;Straini veniti din spatiu 0.3 ;P47_MYSTERY;;;III
1885;Donald Keyhoe;Straini veniti din spatiu 0.3 08 ;P47_MYSTERY;;;IV
1886;Donald Mccaig;Povestea lui Rhett Butler;P40_LOVE_ROMANTIC;;;I
1887;Donald Mccaig;Povestea Lui Rhett Butler;P40_LOVE_ROMANTIC;;;II
1888;Donna Carlisle;Barbatul surorii ei;P40_LOVE_ROMANTIC;;;III
1889;Donna Carlisle;Barbatul surorii ei;P40_LOVE_ROMANTIC;;;IV
1890;Donna Gates;Refacerea sanatatii si imunitatii. dieta pentru un organism ecologic;R1_MEDICINE_GENERAL;;;V
1891;Donna Gates;Refacerea sanatatii si imunitatii. dieta pentru un organism ecologic;R1_MEDICINE_GENERAL;;;I
1892;Donna Kauffman;Manria dusmanul dragostei;P40_LOVE_ROMANTIC;;;II
1893;Donna Kauffman;Manria dusmanul dragostei08 ;P40_LOVE_ROMANTIC;;;III
1894;Donna Kauffman;Ploi salbatice;P40_LOVE_ROMANTIC;;;IV
1895;Donna Kauffman;Ploi salbatice08 ;P40_LOVE_ROMANTIC;;;V
1896;Donna Kauffman;Prietena mamei lui;P40_LOVE_ROMANTIC;;;I
1897;Donna Kauffman;Prietena Mamei Lui09 ;P40_LOVE_ROMANTIC;;;II
1898;Donna Kauffman;Stai cuminte, nu-mi da pace;P40_LOVE_ROMANTIC;;;III
1899;Donna Kauffman;Stai cuminte, nu-mi da pace09 ;P40_LOVE_ROMANTIC;;;IV
1900;Donna Kauffman;Ultima speranta;P40_LOVE_ROMANTIC;;;V
1901;Donna Kauffman;Ultima speranta;P40_LOVE_ROMANTIC;;;I
1902;Donna Leon;Moarte In La Fenice;P42_THRILLER;;;II
1903;Donna Leon;Moarte In La Fenice;P42_THRILLER;;;III
1904;Donna Leon;Moarte Intr-o tara straina;P42_THRILLER;;;IV
1905;Donna Leon;Moarte Intr-o tara straina;P42_THRILLER;;;V
1906;Donna Leon;Sa mori din dragoste;P42_THRILLER;;;I
1907;Donna Leon;Sa mori din dragoste;P42_THRILLER;;;II
